saint michel,239767.44994817377,3500,4.1707079097523537E9
castres,142808.80945140688,200,0.0
mesbrecourt richecourt,168652.77408655922,300,0.0
beugneux,128294.48041704413,100,0.0
clermont les fermes,206817.67946147057,100,0.0
condren,137150.43468829972,700,0.0
franqueville,201040.59216750233,100,0.0
arcy sainte restitue,134260.06582883088,400,0.0
burelles,208571.6267593651,100,0.0
rocourt saint martin,120157.22945359533,300,0.0
commenchon,126465.2184349812,200,0.0
voulpaix,204790.98002303045,400,0.0
bucy les cerny,158543.82747567678,200,0.0
renansart,159617.38733195033,200,0.0
presles et boves,151265.24213266137,400,0.0
lavaqueresse,199056.37097383733,200,0.0
cuffies,128892.64567454912,1700,0.0
villequier aumont,130761.77789417973,600,0.0
vendelles,139625.37842385675,100,0.0
attilly,139065.51213884057,400,0.0
berlancourt,194067.83186099384,100,0.0
grisolles,116824.61856669173,200,0.0
courcelles sur vesle,149885.0451231237,300,0.0
sons et roncheres,183241.01624257816,200,0.0
seringes et nesles,138047.78670540982,300,0.0
grandlup et fay,185082.30688909852,300,0.0
coincy,124454.07541195748,1300,0.0
marly gomont,205331.35815844935,400,0.0
macogny,106128.28902290709,100,0.0
tartiers,121527.4279403732,200,0.0
gibercourt,143922.83081842028,0,0.0
pontru,146969.0890103072,300,0.0
trelou sur marne,138335.56437828406,1000,0.0
la ville aux bois les dizy,210850.40385585485,200,0.0
amigny rouy,137846.8244070076,700,0.0
charmes,149076.70467540753,1700,0.0
viffort,116279.21184609234,300,0.0
machecourt,195458.60953314806,100,0.0
nogent l artaud,102944.60935252711,2100,0.0
tannieres,144522.4999212755,0,0.0
saint erme outre et ramecourt,188085.5491253308,1800,0.0
jouaignes,140481.6483899763,200,0.0
vaucelles et beffecourt,158981.5189565048,200,0.0
lesquielles saint germain,188901.97801744996,900,0.0
aizy jouy,149913.90548320793,300,0.0
faucoucourt,150642.4026629135,300,0.0
chavigny,128187.41901548831,200,0.0
veuilly la poterie,99659.63211357087,100,0.0
mezy moulins,127033.26378484943,500,0.0
gernicourt,183006.08403523575,100,0.0
quincy basse,141345.64262628424,100,0.0
sergy,140423.27332056948,200,0.0
toulis et attencourt,186046.00907262022,100,0.0
puiseux en retz,103836.33109108845,200,0.0
leuze,237560.90952971976,200,0.0
crezancy,126072.42169668617,1100,0.0
noyales,180287.48061275715,200,0.0
marigny en orxois,98704.02558047774,500,0.0
foreste,130474.89082844558,200,0.0
wissignicourt,147307.4330713366,100,0.0
tavaux et pontsericourt,207338.90725746748,600,0.0
saponay,134006.12401323885,300,0.0
ebouleau,198454.23849417458,200,0.0
